120 100 15000.0
25 4 16 444076.3
58 56 82 626625.8
36 30 79 1161629.2
61 29 69 1019276.7
79 5 51 1218101.9
23 46 106 1389010.6
76 77 87 206633.4
86 49 101 1300620.0
40 83 110 804019.8
81 3 105 2295071.9
1 29 81 1340998.0
66 48 57 373390.1
25 68 69 33970.8
83 50 100 1281658.7
23 91 119 819214.5
34 31 57 802909.9
34 28 28 10084.8
68 28 81 1501761.5
82 11 100 2444034.1
5 27 57 920669.9
33 35 90 1397412.4
65 13 113 2309961.3
32 84 86 123974.2
93 3 49 1263541.3
52 51 54 167172.6
27 35 109 1928082.2
79 24 86 1791076.5
99 35 81 1313655.3
8 48 104 1510483.1
75 71 81 339222.9
92 50 67 498566.2
63 10 66 1451562.3
63 12 35 766100.0
58 33 63 730945.6
94 105 112 317318.8
95 33 63 728173.8
42 51 105 1474801.1
80 8 34 703119.5
60 33 101 1703925.1
80 82 95 392246.8
90 13 52 1141555.1
62 59 91 839052.5
62 61 92 843057.3
79 35 53 569624.0
96 11 25 497923.0
18 37 56 456532.0
73 8 111 2556777.1
3 18 114 2431178.1
53 37 84 1330048.1
25 41 102 1521851.3
32 4 8 168221.4
63 73 117 1239874.4
56 8 20 452460.6
8 76 93 456719.1
44 67 100 1099839.2
73 73 86 349765.6
47 71 83 425547.7
24 60 74 569735.9
66 53 116 1692017.8
70 21 26 170262.4
95 7 95 2257100.5
50 32 71 1010311.8
71 55 60 266635.2
21 53 112 1675687.1
48 43 97 1291177.4
16 55 70 441974.0
87 22 108 2253138.1
74 15 48 1021045.7
55 99 99 59930.3
16 60 111 1218615.1
30 19 51 904483.0
63 19 37 577981.5
95 18 56 976758.5
62 67 97 854418.1
95 50 76 768350.5
13 12 29 524588.4
45 24 119 2282621.8
84 51 104 1438751.5
4 39 91 1472619.8
2 49 49 68526.8
25 54 59 268314.8
70 26 101 1950785.1
15 37 40 68717.0
18 3 29 769405.7
94 59 109 1417782.1
56 21 50 844965.5
56 70 95 690812.7
36 28 85 1354408.6
85 80 112 922957.2
39 62 89 801178.0
21 25 97 1886184.4
53 7 55 1383664.7
16 5 89 1771037.6
13 84 107 632478.9
7 13 53 1146662.7
87 40 120 2114611.2
44 110 116 250805.5
3 12 35 583894.0
65 86 96 385170.8
41 22 85 1585243.9
74 46 56 368241.8
4 25 43 616138.1
40 2 22 632359.5
36 72 82 239994.6
5 43 58 521338.8
73 18 32 470879.1
31 29 61 831949.5
93 86 101 525439.5
1 4 57 1314125.0
96 97 117 539310.8
26 85 107 673421.2
72 23 38 552876.3
66 20 57 1094759.0
92 107 115 245000.9
98 77 89 406785.0
55 40 93 1548377.0
38 88 118 827316.1
37 29 68 1186091.9
12 14 18 158233.3
37 46 77 790413.3
19 5 39 940529.7
17 26 60 970019.4
79 79 80 79794.2
83 7 34 775308.1
48 12 53 1151199.3
63 62 69 183862.1
21 16 118 2591947.1
28 5 37 949326.8
80 46 73 845192.6
83 52 97 1187574.9
41 63 99 1068399.8
37 13 52 1213096.5
57 1 66 1739086.8
21 100 105 196748.1
21 9 112 2601247.7
13 90 97 290098.3
70 51 53 202426.7
91 28 101 2099520.8
95 64 85 670421.5
85 112 113 79485.5
70 73 119 1262786.0
6 4 81 1978940.1
55 107 107 36061.5
40 12 99 2158652.0
44 71 75 238572.0
82 92 104 365960.9
20 27 107 1985835.7
63 42 81 1013732.9
41 51 98 1275885.7
76 11 117 2399609.3
81 12 38 632884.0
95 91 105 378603.2
94 45 62 634741.8
72 33 103 1835005.3
52 13 66 1388450.3
16 18 25 247596.1
67 24 99 1950208.3
36 14 95 1865985.0
98 2 75 2124112.2
53 70 117 1235342.5
54 78 94 453552.5
1 63 104 1101853.0
93 39 118 2076880.0
43 46 81 988265.8
45 24 50 747219.3
68 48 59 427504.7
62 39 106 1789879.5
12 69 85 435109.1
20 6 108 2431992.5
13 62 113 1350218.8
5 31 99 1791802.6
22 34 52 630863.3
40 4 97 2298755.3
74 82 99 460586.8
51 15 95 1864565.5
30 30 35 171135.4
95 83 102 547620.5
86 66 120 1305328.7
16 82 100 496510.0
30 41 45 267027.2
42 16 107 2398156.8
50 55 81 688454.8
72 4 9 238314.2
52 71 111 932220.7
27 50 56 246362.1
83 82 117 938974.6
57 55 109 1450314.3
53 79 92 450315.5
60 14 100 2087723.9
8 43 104 1637879.7
13 1 61 1536707.7
58 28 30 109686.1
67 9 61 1384231.4
30 43 107 1750200.1
22 67 111 1140172.1
100 39 63 691303.1
87 24 113 2291499.2
15 62 90 835803.0
80 26 62 1038257.4
99 34 80 1333968.9
40 63 93 847496.1
94 59 62 255173.3
44 5 114 2805876.1
32 64 78 381643.9
16 96 105 403529.7
45 16 57 1143277.6
30 47 61 480198.1
68 32 38 324322.9
81 9 35 637250.3
4 79 97 619176.9
2 20 71 1314907.4
56 26 93 1626439.5
38 47 103 1485494.7
94 29 112 2155508.1
2 7 92 2080722.7
75 2 24 794856.6
5 37 76 1078654.1
77 113 119 118418.8
21 42 100 1563613.8
31 34 87 1307312.5
49 74 76 142273.7
43 41 119 2222804.3
6 6 56 1322321.4
10 38 51 372180.6
48 24 89 1769948.4
92 56 107 1234718.8
10 65 86 634625.7
62 33 99 1744343.2
15 38 83 1156045.8
11 87 87 62667.6
62 112 112 104070.2
84 9 36 851977.9
56 11 14 144297.9
39 102 102 10838.6
33 21 61 1070434.3
55 45 95 1514442.8
86 45 90 1126960.8
92 67 100 823979.3
3 59 80 639221.1
21 35 42 285262.4
17 46 61 528950.9
38 1 5 190178.1
5 16 112 2436169.8
29 21 101 1958926.4
24 62 93 879098.5
3 19 70 1232153.0
82 3 4 66913.9
84 7 49 1167323.7
4 44 71 753041.9
47 113 115 105950.6
58 13 94 1828933.3
30 25 32 261640.7
71 30 68 985466.7
62 76 76 93343.2
49 74 98 750741.3
84 39 79 1125408.8
100 8 105 2537718.5
5 37 85 1312759.8
79 77 117 1087191.4
85 73 116 1197849.9
77 23 78 1462638.8
75 53 90 994868.7
89 29 74 1159985.5
67 45 105 1477176.7
63 69 107 1072652.4
81 53 55 136610.8
36 32 68 938949.6
96 28 97 1654482.8
8 56 77 511462.4
81 33 115 1907444.9
82 7 42 1232458.5
75 80 82 138373.6
51 61 96 927736.9
82 58 73 552028.7
10 11 44 972087.0
90 56 56 84268.4
76 4 64 1447277.6
9 49 116 1779170.8
96 69 114 1051711.8
29 4 54 1255762.6
20 85 113 832851.9
11 41 116 1792143.8
11 60 106 1178874.0
95 73 91 576289.1
60 92 116 689923.5
61 72 93 694025.8
74 11 36 845350.8
51 7 23 610835.4
50 9 37 766396.3
65 22 41 562696.7
90 9 99 2408602.1
93 18 74 1719739.0
52 47 79 873572.0
81 8 20 336870.9
99 88 90 118494.1
7 37 116 2141526.4
98 91 102 363588.2
84 29 86 1558861.9
29 3 52 1262261.8
29 25 65 953145.4
49 18 85 1654814.3
36 38 97 1329335.3
79 22 97 2078557.6
96 12 90 1965517.0
39 24 116 2517231.3
11 99 107 259356.1
62 10 79 1793080.0
3 34 79 1222204.6
92 54 66 368802.5
59 13 60 1212794.2
56 52 114 1615452.7
64 27 45 566293.6
90 48 96 1356616.8
45 54 61 208384.1
87 41 67 735538.3
92 15 79 1581907.7
97 53 82 880587.6
50 30 53 652019.6
20 53 111 1501124.0
88 11 56 1191985.6
84 24 59 1010198.5
2 38 83 1183085.4
80 49 72 713532.9
87 17 42 728890.7
14 9 90 1989871.7
74 24 35 425446.7
43 32 65 855338.6
37 18 115 2590462.8
3 42 65 690699.8
14 57 95 958620.3
34 2 111 2770748.9
19 77 78 174534.4
99 46 49 155884.0
88 97 104 312754.1
13 54 113 1511427.2
81 57 112 1351309.9
89 4 101 2333559.1
56 7 64 1531867.3
50 21 104 2108505.7
27 67 110 1176676.8
59 11 58 1226931.6
3 76 77 111431.3
99 20 95 1978237.6
61 34 86 1305964.7
63 65 120 1492669.4
49 98 102 188644.7
83 66 93 804412.3
71 12 49 957646.6
87 74 83 343855.6
67 57 112 1425084.3
72 15 108 2464856.7
74 25 108 2080200.9
1 8 47 1022474.9
65 42 61 562568.8
87 35 95 1687954.0
73 36 100 1729718.9
85 57 68 399093.2
80 21 108 2293298.7
59 63 93 927770.1
59 8 84 1941155.2
96 21 22 101048.2
37 21 45 822643.4
17 78 90 377267.0
95 47 115 1732539.6
17 86 92 240447.7
71 55 72 569473.9
21 50 97 1340253.9
50 23 43 508717.0
61 41 92 1350252.9
57 82 115 972806.8
25 22 110 2164598.1
67 55 68 408784.5
72 19 35 606570.4
33 26 117 2232353.5
19 32 94 1636733.9
75 15 23 414389.6
51 73 114 985687.4
67 37 71 975015.8
10 93 101 304317.6
53 36 45 377141.5
76 110 119 301990.5
61 15 46 795314.3
82 51 118 1741049.4
1 11 96 2132582.9
1 27 119 2363176.3
25 36 46 308449.8
29 6 76 1720499.7
7 2 57 1519969.9
73 43 95 1340613.2
40 26 39 343745.4
77 1 116 2852022.2
94 52 52 20708.0
59 2 87 2218587.7
35 21 89 1823289.1
89 13 42 698611.7
99 36 80 1284084.8
72 15 57 1218687.7
40 25 76 1213771.6
11 86 87 82416.0
7 28 41 371538.2
61 31 95 1654172.5
95 65 119 1409399.5
70 30 51 668054.3
34 109 113 152753.8
30 22 117 2509774.9
86 26 40 499045.3
69 30 40 308362.9
69 58 59 111570.7
65 27 96 1617918.0
38 13 104 2298082.4
89 40 117 1733818.5
29 26 106 1964363.4
49 74 84 357314.1
59 81 87 293345.2
16 14 93 1635133.4
98 6 87 2233904.4
4 55 81 862350.8
54 19 65 1145021.5
14 39 47 397239.1
30 22 43 610818.1
96 25 55 777455.0
91 36 69 949462.7
88 27 53 748204.4
47 60 69 264939.8
44 8 35 745224.1
37 21 100 2135263.1
36 45 119 1707769.3
26 99 112 479446.3
2 66 109 1116121.1
90 15 31 555030.2
31 3 39 929923.4
44 3 92 2340646.0
12 28 101 1765798.4
85 27 84 1547451.3
47 9 28 558353.8
29 71 103 885064.8
84 76 118 1122902.5
62 64 92 796979.2
41 23 62 1045966.5
50 46 54 358578.7
62 26 64 1047568.1
49 59 67 257873.2
13 52 83 942617.2
63 93 106 396066.3
86 44 72 767760.2
13 65 100 958547.8
95 61 106 1212683.2
79 11 120 2948673.5
23 20 23 168016.3
71 51 86 951505.8
69 46 59 533198.1
52 2 66 1668654.1
30 17 39 588518.9
19 36 105 1751060.2
45 35 96 1524984.1
86 19 70 1350909.0
26 14 20 233363.0
90 68 98 882635.2
39 96 112 468083.2
53 30 57 757309.5
17 58 119 1546404.3
99 35 39 199706.8
47 5 97 2491234.0
55 86 88 181835.1
52 83 84 74005.7
43 17 61 1169908.7
80 103 120 632676.9
44 14 52 883253.6
60 55 72 475988.0
94 6 22 487282.8
50 3 119 2931317.3
7 68 117 1361981.5
49 12 103 2337467.0
96 11 18 295495.3
20 31 81 1204115.6
73 64 68 190746.8
68 86 102 490686.2
18 2 31 862980.2
96 105 111 262244.9
38 23 90 1704654.7
65 61 77 438354.6
73 52 87 970912.5
21 31 100 1886731.9
14 4 10 169606.7
61 15 74 1425972.5
36 25 41 512576.8
100 48 56 279731.0
91 74 112 1194011.7
62 2 40 1002927.0
97 35 70 926050.6
63 11 91 2092040.1
77 24 98 1820355.3
75 20 41 599917.2
31 84 97 533919.9
68 26 42 518238.8
22 30 109 2134930.5
83 20 103 2049570.9
89 16 22 213203.5
46 8 11 172543.6
67 17 67 1424604.9
69 9 93 2132438.8
91 50 59 410526.0
30 40 65 778841.7
68 46 52 350716.0
27 17 89 1877382.7
56 34 72 1047897.6
53 21 28 279331.7
32 52 117 1709180.8
68 36 114 2134489.6
94 30 45 458358.7
81 4 26 532193.0
52 54 112 1331176.0
97 6 35 850331.3
11 30 64 920010.3
30 19 81 1777247.1
13 94 95 83871.5
1 70 93 617672.0
11 7 80 1897509.0
57 7 107 2561207.1
17 23 32 322064.3
84 44 75 881179.3
47 16 70 1546704.6
79 33 85 1603463.4
11 31 34 153230.8
18 15 103 2272101.9
32 53 109 1553302.5
2 69 88 562701.1
97 10 118 2660254.9
20 3 54 1306520.3
93 75 98 674276.7
28 69 97 796177.6
44 75 94 602872.2
40 5 18 400017.0
78 4 24 597329.6
99 41 77 1053903.9
13 64 70 254677.1
16 45 96 1141021.5
99 1 59 1473193.0
92 53 58 227829.6
91 45 90 1433816.4
19 80 109 878619.6
23 58 113 1352323.2
48 8 92 2204340.9
97 50 82 947171.1
10 24 30 316055.0
49 5 55 1391385.4
13 70 114 1184174.5
65 89 115 751801.8
30 61 101 1218814.3
97 106 113 312824.4
87 62 104 1164452.4
23 87 102 455188.8
57 78 119 1083208.5
90 77 78 127928.6
99 38 71 962700.8
9 57 102 1277222.2
100 3 97 2493140.6
29 103 108 190591.7
55 18 114 2636926.2
79 31 56 747493.2
3 51 98 1266170.6
80 97 110 512861.3
50 2 100 2425801.2
10 4 77 1886008.4
37 68 78 261273.2
18 60 117 1574982.1
27 23 89 1730254.2
92 45 82 996406.3
21 69 90 626259.6
31 78 91 445791.8
9 50 107 1539817.7
92 15 39 663672.2
52 68 95 602872.8
8 49 89 1084723.6
9 75 102 837611.4
55 15 48 901692.7
15 85 96 350662.9
62 14 116 2711556.8
6 6 36 824555.4
61 6 98 2230592.8
94 67 97 794849.5
25 15 64 1275613.4
40 37 45 310893.5
38 76 98 711304.4
100 51 118 1784871.1
37 24 77 1451880.3
95 70 95 730645.2
15 12 61 1323117.1
97 2 70 1787025.3
76 37 43 148819.6
54 7 59 1342012.3
91 25 111 2442821.1
87 6 40 921119.1
63 60 99 1047008.6
59 70 119 1287573.4
78 75 112 979746.9
70 51 71 542784.1
25 47 98 1349255.0
56 34 111 1944537.6
4 4 47 1234972.5
86 52 52 16926.1
22 18 107 2505205.7
70 41 44 197973.2
6 34 113 2117811.1
42 53 108 1498719.0
93 24 108 2283545.0
67 100 112 424699.9
15 105 106 127732.1
81 3 103 2271053.0
13 36 100 1660205.3
69 16 83 1706022.2
78 76 106 852151.2
54 12 90 1810497.8
27 45 55 282973.3
67 47 117 1738576.6
72 26 114 2243572.8
91 21 34 480854.5
48 67 84 615253.8
44 17 42 624340.7
74 60 79 472755.9
84 62 64 130710.7
69 33 40 238269.7
98 14 40 793761.8
70 36 83 1228561.8
25 91 94 247889.5
14 76 116 1019607.3
63 33 108 1899484.6
49 44 80 1018432.6
5 68 115 1246758.4
29 18 58 1034167.9
92 1 74 1847171.5
71 19 27 326003.2
27 14 41 656370.6
62 60 107 1303420.9
16 40 41 73880.5
68 1 107 2724770.9
94 74 94 560596.6
4 14 70 1599240.5
43 6 116 3012532.9
9 38 90 1376801.9
14 11 73 1654105.2
84 85 98 483496.0
40 26 89 1547943.1
80 76 107 906032.5
6 45 103 1648251.0
57 26 79 1408488.4
3 13 98 2117975.6
64 24 28 106739.9
26 3 68 1772187.7
46 24 25 111674.9
94 24 61 1069791.1
27 30 63 875393.5
27 54 113 1599457.1
47 36 114 2051522.0
90 35 84 1334018.1
13 16 24 273415.9
25 19 68 1269897.5
62 39 75 975355.4
77 96 108 348133.1
5 67 120 1406190.2
80 7 104 2522198.3
58 31 85 1271868.4
72 25 113 2321390.4
12 67 113 1231359.8
38 55 84 800207.8
39 62 71 244826.8
20 31 63 834120.8
92 106 107 121390.1
11 8 76 1772613.1
90 20 82 1703946.4
25 23 29 240176.3
5 107 107 77694.3
66 88 104 504156.1
50 4 54 1303104.7
13 44 74 851043.2
98 37 101 1784930.8
78 18 55 986547.7
5 27 117 2333638.0
24 19 42 742084.8
62 24 110 2256100.7
27 34 47 363650.4
31 25 119 2366024.6
66 11 107 2652162.5
62 89 109 678426.5
69 37 68 928512.3
13 39 54 385421.8
16 50 101 1158266.1
82 22 71 1366347.1
1 43 69 779178.3
97 111 111 44484.0
1 40 118 2048979.5
51 112 113 53742.1
61 87 99 449305.5
23 60 115 1356709.8
72 99 108 324307.7
93 38 81 1297108.9
6 8 103 2499309.4
21 3 116 2809670.7
31 60 107 1277670.0
16 24 37 338742.6
72 59 115 1458443.0
17 10 79 1749438.4
26 75 88 448087.2
23 53 61 265446.7
6 39 74 968054.2
86 25 74 1299554.8
42 88 93 240888.4
9 18 117 2465609.7
92 35 114 1925130.9
6 14 89 1984630.8
16 10 99 1924989.0
7 61 99 1040755.8
73 48 86 1028139.5
61 27 32 240851.6
37 39 77 998316.6
85 99 101 111397.0
84 102 104 79142.4
3 14 66 1289025.3
63 7 40 950169.6
37 11 90 2128921.5
47 31 86 1569446.3
52 40 100 1391841.9
96 17 56 972986.6
97 30 120 2310858.3
77 28 66 952393.9
99 3 18 437218.2
13 49 68 543101.3
83 6 95 2211396.3
44 89 118 852673.7
74 42 46 232087.4
66 35 92 1622037.8
93 31 45 506671.2
95 10 40 856611.1
24 11 34 664523.9
56 32 76 1206117.1
42 78 104 838893.3
28 39 82 1204895.6
86 74 77 152465.3
42 33 103 1877525.5
77 30 57 766743.5
85 54 84 841994.3
19 33 43 343904.1
34 91 100 318526.1
3 34 118 2231292.4
82 16 60 1328677.6
23 2 72 1673736.0
47 29 34 224479.2
37 32 64 1029643.8
64 60 96 889070.1
75 100 103 170424.6
11 85 107 590883.1
85 45 78 950898.0
6 31 60 840281.0
28 23 23 71129.8
64 33 37 248304.4
84 34 43 361165.8
52 48 56 338107.9
4 4 74 1940300.2
17 64 64 47273.9
47 47 114 1785583.2
6 36 62 708195.9
81 25 31 269352.3
92 103 120 491994.3
14 7 104 2388291.1
86 61 102 1015401.5
17 3 10 233189.0
79 94 108 462815.5
3 4 6 104890.9
58 32 78 1088248.2
49 67 87 596214.7
73 38 109 1858739.7
15 89 93 143107.4
11 84 98 451209.4
19 53 89 992648.8
80 30 62 964261.9
65 11 109 2325710.1
9 15 17 70176.1
48 60 113 1423976.4
59 30 103 1876196.5
46 10 92 2043331.8
20 59 81 602336.0
68 54 112 1538117.6
58 31 75 1091145.5
58 35 85 1138213.0
85 6 30 698142.3
31 6 74 1645390.0
18 26 74 1178012.4
66 23 107 2347618.7
62 17 105 2326198.4
51 10 77 1657932.3
32 9 112 2596057.4
84 18 50 962597.7
99 85 120 802961.4
84 92 98 234256.7
87 19 34 508192.1
3 13 42 729070.2
92 54 94 1001519.8
65 17 102 2018314.4
30 38 118 2157643.9
75 66 119 1305794.0
5 81 88 304873.9
74 47 85 922811.3
84 25 28 195993.6
54 64 77 315984.8
78 114 116 110056.9
82 41 50 307222.2
49 3 88 2164631.1
2 58 58 67453.1
61 76 101 809423.2
64 18 109 2191194.6
92 36 47 381472.7
14 4 32 748636.0
71 46 91 1241612.0
1 41 60 615631.1
98 5 32 806811.7
100 7 114 2779633.4
57 26 50 687190.1
60 42 44 157806.9
14 69 102 861258.8
39 23 60 1076742.2
91 23 112 2543411.1
97 61 102 1131919.0
57 86 102 443154.3
93 1 110 2802815.0
73 20 117 2430986.1
34 14 73 1599735.2
66 29 90 1723755.9
27 10 112 2557000.0
61 75 94 655013.4
16 3 75 1594813.2
27 62 98 1004552.1
9 76 104 863933.8
43 11 72 1705681.6
8 7 11 262041.5
98 48 59 540181.1
38 12 44 907909.8
89 35 60 705805.1
13 2 110 2756754.0
12 15 115 2471355.6
11 3 67 1726912.1
11 82 98 507317.7
8 104 104 68699.5
85 2 9 245491.6
2 106 119 359123.8
37 73 82 302499.0
69 20 32 365570.7
86 41 56 454872.7
22 39 86 1348261.5
36 2 50 1249158.0
61 75 97 735411.7
68 62 92 833374.1
88 49 68 510075.0
88 19 120 2440408.2
46 46 91 1213879.6
93 19 92 2076737.5
47 60 84 661892.2
99 19 27 217050.1
69 19 75 1412391.3
33 6 86 2034908.0
92 27 60 1008261.2
73 17 69 1463822.2
11 25 60 997340.2
49 78 102 721414.3
57 1 54 1398772.9
54 51 67 455161.9
20 69 73 242968.8
24 76 78 72033.6
38 17 103 2194361.5
85 36 38 203115.5
76 68 108 940070.7
80 37 55 622294.0
74 2 70 1778848.0
86 18 32 525525.5
58 28 120 2039254.3
92 101 108 367258.3
62 70 97 785398.2
78 26 80 1491234.9
14 21 83 1663942.9
28 56 120 1501542.3
72 35 114 2003494.0
44 60 120 1667155.7
85 70 103 971048.4
12 31 33 107724.1
56 17 97 1995428.0
12 10 48 877489.4
8 49 92 1114693.9
15 39 95 1405775.6
72 32 33 201778.3
18 50 73 645055.9
80 31 114 2264021.0
9 60 101 1168297.9
80 97 114 567178.3
99 14 74 1647281.0
95 14 19 171215.1
8 53 57 231648.3
2 49 105 1404784.9
48 28 87 1533513.9
33 15 109 2320392.6
96 105 110 254789.8
9 19 37 544986.9
96 42 71 793009.8
45 71 96 776794.0
97 27 49 681886.2
47 40 120 2026623.7
26 24 62 1167439.4
18 18 100 2135326.4
65 5 89 1933921.7
58 47 49 98926.8
30 91 91 55800.4
27 115 119 95453.4
2 10 86 1843390.5
4 60 84 766294.8
79 39 102 1896578.0
10 14 36 714424.0
73 13 21 249705.9
1 81 84 165741.9
36 55 106 1082761.2
42 45 64 620542.2
70 4 9 173492.6
27 77 117 1023274.3
86 40 89 1168816.4
75 29 112 2135813.2
82 56 65 296937.5
12 38 93 1428398.3
64 73 105 855576.6
5 8 33 657135.5
26 36 99 1733070.7
74 58 115 1358034.0
43 84 84 108812.2
62 3 56 1470880.5
34 65 106 1165247.1
59 10 64 1390370.2
41 15 64 1332420.1
56 77 111 922125.8
36 60 65 206279.5
99 50 82 945937.4
87 31 95 1772624.3
6 97 97 93509.6
86 63 65 153745.1
93 3 5 89020.5
18 54 79 725973.6
78 47 73 822583.0
83 23 82 1387235.3
90 1 115 2973391.1
74 106 115 326718.5
97 98 111 440922.8
9 2 93 2215331.8
6 40 75 956940.5
5 52 116 1633739.3
4 85 115 882506.5
4 19 32 483201.9
2 20 99 2025356.6
81 4 27 566261.8
89 29 57 767948.4
43 6 56 1355533.5
12 40 115 1934930.1
12 19 48 660521.4
1 63 109 1282977.6
80 49 92 1212751.5
95 30 69 1012176.7
40 95 100 272411.6
79 25 50 677875.7
75 4 13 338498.0
9 94 97 111993.6
81 93 112 520963.6
12 36 84 1235199.5
78 29 109 2076633.1
30 6 69 1594512.9
99 68 111 1062913.4
13 29 72 1221784.1
40 40 86 1184666.1
23 15 81 1523159.5
66 3 97 2626731.0
60 29 60 949282.6
44 41 88 1385526.4
84 100 118 475942.5
68 25 34 268382.6
40 1 111 2700373.8
42 26 94 1723295.2
83 25 26 100454.0
79 10 84 2124471.8
33 12 19 279543.8
91 64 97 1083202.4
70 3 68 1611764.6
7 59 94 1071672.3
52 23 40 501468.9
51 47 109 1497210.8
62 58 119 1660666.9
6 105 108 209848.4
3 23 48 715360.8
6 67 108 1265584.9
77 93 93 12579.9
59 18 74 1504210.7
1 106 120 491414.7
76 37 119 1893669.2
76 22 100 1786115.8
66 26 81 1636688.4
94 100 104 183280.1
31 11 117 2709137.7
27 48 84 1062414.5
6 66 105 1172214.7
24 73 118 991745.0
66 93 106 449238.0
48 89 94 164966.4
56 11 116 2622664.6
80 14 49 946250.4
47 74 111 1050415.7
73 55 83 781323.9
98 94 105 423432.7
36 2 34 902712.9
40 35 101 1678851.3
48 41 42 70390.2
10 41 100 1555367.6
76 44 116 1703379.3
86 64 65 84341.1
97 18 103 2167949.9
93 56 105 1425951.0
90 94 115 594723.5
76 60 88 671165.6
94 48 101 1501232.3
98 96 100 171245.7
55 43 82 1216877.9
92 2 42 1044642.7
14 20 101 2059225.5
72 91 94 103934.1
41 54 108 1455423.7
40 1 34 930529.4
40 43 61 570009.5
84 73 120 1229016.3
68 1 104 2664394.1
4 113 114 94414.7
57 61 98 1037248.9
18 21 86 1663372.7
79 1 25 736383.2
73 40 56 497937.4
39 1 8 302387.2
27 23 27 195890.0
98 18 83 1912294.1
15 51 58 269228.6
5 35 51 480618.1
68 59 112 1396460.6
22 40 55 529120.2
60 53 64 404423.3
45 6 16 366150.6
95 11 32 668589.0
5 25 48 704601.0
91 11 23 316602.1
46 15 95 1982136.4
59 54 75 610423.2
52 63 112 1101925.7
58 5 5 39397.5
59 30 78 1297697.5
17 23 29 232728.3
7 32 93 1732662.3
65 8 98 2129980.0
28 74 105 881634.4
27 46 119 1826499.6
89 99 112 306096.8
33 56 66 317623.9
76 1 53 1327796.2
65 51 91 925508.9
71 9 95 2143439.3
45 5 43 1051218.0
93 38 92 1542219.4
71 13 54 1051425.4
9 14 16 83955.2
27 1 70 1722518.1
22 31 61 939839.3
21 44 92 1329285.4
62 14 69 1480098.9
74 30 55 801051.7
71 32 95 1579719.7
62 95 102 319231.6
11 26 63 1023691.5
66 15 92 2135690.8
49 12 46 971699.9
49 14 102 2262407.1
76 5 100 2167974.1
72 33 82 1341414.6
13 55 106 1384666.9
85 36 97 1628747.9
16 23 103 1751884.3
25 19 92 1882700.8
63 1 76 2015734.2
75 18 99 2056924.2
93 18 86 1979784.0
29 33 49 457482.9
46 33 99 1707380.1
46 21 56 1015555.4
43 28 75 1258024.7
51 92 108 412800.1
85 32 33 54258.8
50 84 91 342280.5
92 6 76 1726733.2
70 44 63 650918.2
39 46 119 1989068.9
60 24 107 2070623.1
37 21 55 1117596.0
86 63 71 282631.1
1 108 111 217357.7
98 17 93 2149402.3
86 1 101 2515775.6
6 2 62 1557479.7
55 9 89 2117176.2
31 28 70 1020410.5
80 11 56 1230771.9
60 5 47 1170244.3
6 22 66 1132047.1
98 15 58 1338550.2
84 39 46 258610.5
85 7 81 1929171.0
44 9 68 1497141.1
16 60 110 1203769.1
37 59 68 316405.4
27 62 103 1119888.7
62 2 36 963305.0
2 99 100 135185.7
1 43 94 1347044.5
48 58 91 962749.6
73 65 87 610764.0
63 24 60 974189.7
59 57 94 1120491.2
39 33 84 1396329.4
50 55 84 769473.5
91 58 99 1291489.2
5 95 101 282773.2
96 42 79 1009650.1
12 59 70 404719.0
11 17 100 2154163.2
93 78 87 292445.4
72 46 106 1577005.4
24 32 56 891767.6
88 36 70 893341.8
53 3 61 1594779.2
69 82 88 167162.0
62 27 39 438999.8
47 10 60 1462982.8
63 56 93 949464.2
1 92 101 313356.5
95 52 74 669022.7
17 5 28 569933.1
23 1 103 2354154.1
92 25 34 389017.0
8 37 92 1453272.1
92 67 114 1175575.7
65 6 80 1720768.4
13 6 69 1677204.1
47 19 25 277470.7
48 21 112 2295949.3
58 34 93 1308611.0
7 43 62 676692.5
84 44 67 754513.6
96 75 81 182518.8
88 6 22 567308.4
77 9 60 1449589.3
1 70 78 215238.5
23 1 43 1118235.2
19 28 84 1419790.4
51 98 103 212817.4
49 3 82 2077646.5
13 41 55 386878.9
8 3 98 2550881.8
78 63 92 811954.0
3 13 75 1496297.1
25 6 18 406135.2
93 22 39 626775.6
7 18 109 2357912.0
2 20 45 759478.3
99 80 99 581539.6
95 12 33 714472.9
21 39 66 837087.0
77 69 107 1062558.6
31 64 72 228057.1
72 68 86 555871.4
38 58 92 960072.3
75 42 65 751215.5
54 106 117 310766.0
6 27 84 1551805.4
33 25 117 2253824.0
78 54 86 997803.0
1 53 99 1303809.6
82 38 49 426281.0
28 51 62 342257.7
57 63 73 383979.8
1 28 78 1335677.3
55 24 110 2409104.3
98 22 59 1216627.9
5 89 103 476764.6
49 33 115 2195889.8
19 32 70 1052201.8
65 63 114 1235088.5
96 56 76 661653.8
72 48 120 1942086.5
8 24 33 297235.2
4 15 28 456031.1
57 67 95 740043.3
52 32 94 1419241.5
60 12 74 1559396.2
94 16 95 2110187.3
47 8 13 158082.4
95 57 111 1423444.7
43 6 96 2520456.2
3 38 95 1495814.4
95 99 112 386329.9
42 52 95 1157004.8
3 6 117 2729908.0
93 3 111 2793656.4
56 52 63 394744.5
